surface_m2,nb_pieces,etage,ascenseur,temps_metro,annee_construction,quartier,balcon_terrasse_m2,etat_bien,stationnement,prix_eur
89,4,15,0,4,1995,Part-Dieu,7,neuf,1,664200
27,1,14,0,5,1939,Part-Dieu,10,bon,0,182800
43,2,13,0,8,1956,Croix-Rousse,6,à rénover,0,247600
89,5,5,0,8,1975,Monplaisir,0,neuf,1,570400
43,2,2,0,4,1939,Vieux Lyon,4,bon,0,272800
50,2,15,0,4,1966,Part-Dieu,4,bon,0,325000
42,2,15,1,9,2025,Confluence,12,neuf,1,327600
87,4,7,0,6,1892,Vieux Lyon,0,bon,0,513200
27,1,11,0,8,1913,Monplaisir,3,bon,0,155500
71,3,13,0,8,1951,Croix-Rousse,0,neuf,0,492500
26,1,14,0,9,1932,Croix-Rousse,8,à rénover,0,154700
87,4,14,1,7,1982,Croix-Rousse,4,bon,0,589600
43,2,8,0,5,1940,Vieux Lyon,4,bon,0,276000
40,2,11,0,5,1957,Presqu'île,8,bon,0,294900
52,3,1,0,8,1962,Croix-Rousse,0,à rénover,0,275100
24,1,10,0,8,1917,Croix-Rousse,4,bon,0,154600
85,4,6,0,7,1928,Croix-Rousse,7,bon,1,555000
89,4,6,0,6,1957,Vieux Lyon,1,bon,0,566900
99,5,10,0,8,1930,Vieux Lyon,3,neuf,0,643700
46,2,9,0,7,2023,Confluence,7,neuf,1,347400
45,2,0,0,8,1942,Part-Dieu,4,bon,1,269000
20,1,12,0,7,1960,Part-Dieu,6,à rénover,0,115800
43,2,5,0,4,1960,Part-Dieu,5,neuf,0,295500
99,4,2,0,6,2025,Part-Dieu,3,bon,1,642900
26,1,4,0,7,1981,Confluence,4,à rénover,1,159300
60,3,15,0,7,1943,Monplaisir,9,bon,1,382900
44,2,13,0,8,1932,Vieux Lyon,2,neuf,0,290400
47,2,9,0,3,1996,Monplaisir,9,neuf,1,350000
26,1,14,1,5,1918,Vieux Lyon,4,à rénover,0,148500
35,2,2,0,2,1919,Vieux Lyon,0,neuf,0,226900
59,3,3,0,4,1983,Presqu'île,0,neuf,1,456000
63,3,14,0,7,1929,Vieux Lyon,4,à rénover,0,350300
45,2,12,1,9,2013,Confluence,5,neuf,1,341900
28,1,15,1,8,1962,Croix-Rousse,4,neuf,1,219900
42,2,1,0,8,1967,Monplaisir,0,bon,0,237800
24,1,14,1,7,1965,Monplaisir,2,bon,0,152900
30,1,3,0,4,2003,Presqu'île,8,bon,1,239300
79,3,7,0,6,1964,Croix-Rousse,6,bon,0,507500
18,1,12,0,7,1939,Croix-Rousse,4,neuf,0,133000
55,2,7,0,6,1991,Croix-Rousse,1,neuf,1,414000
26,1,14,1,7,1982,Part-Dieu,11,neuf,0,198900
64,3,3,0,7,1924,Croix-Rousse,0,bon,0,384600
26,1,5,0,9,1948,Vieux Lyon,0,à rénover,0,137300
91,4,5,0,8,2003,Monplaisir,5,à rénover,1,498600
25,1,13,0,7,1917,Vieux Lyon,4,bon,0,156400
21,1,12,0,8,1998,Monplaisir,5,bon,1,156100
73,3,10,0,7,1955,Croix-Rousse,2,bon,1,485700
28,1,4,0,4,2020,Confluence,6,neuf,1,221500
23,1,12,1,6,1945,Vieux Lyon,3,bon,0,153900
38,2,14,0,7,1948,Monplaisir,10,bon,1,261600
41,2,5,0,10,1983,Confluence,0,neuf,1,280600
44,2,4,1,7,2025,Confluence,4,neuf,1,323200
38,1,13,1,7,1968,Croix-Rousse,3,bon,0,257200
49,2,11,1,7,1941,Vieux Lyon,1,à rénover,0,268300
20,1,8,0,5,1944,Presqu'île,4,bon,0,139300
66,3,3,1,6,2011,Presqu'île,5,neuf,0,498900
79,4,3,0,10,1962,Croix-Rousse,4,à rénover,0,411000
97,4,7,0,2,1985,Presqu'île,4,bon,0,700100
56,3,15,1,4,1968,Part-Dieu,6,neuf,1,421200
69,3,7,0,5,1962,Croix-Rousse,1,bon,0,450200
51,2,0,0,5,1941,Presqu'île,0,bon,0,319100
37,2,15,0,4,1929,Presqu'île,6,à rénover,0,233700
65,3,5,0,6,1984,Croix-Rousse,3,neuf,0,457300
37,2,1,0,6,2025,Confluence,6,bon,1,261900
29,1,0,0,8,1980,Confluence,1,neuf,1,199700
73,3,5,0,7,2025,Confluence,8,neuf,1,526300
40,2,8,1,2,1986,Presqu'île,0,bon,1,301800
37,2,8,0,3,2003,Presqu'île,3,bon,1,290800
33,1,4,1,7,1949,Croix-Rousse,2,bon,0,214100
32,1,11,1,8,1948,Croix-Rousse,6,bon,0,217600
18,1,14,1,3,1979,Part-Dieu,7,bon,0,131900
34,1,13,1,5,1962,Part-Dieu,7,bon,0,228000
52,2,7,0,6,1985,Presqu'île,2,bon,0,374300
36,2,6,1,9,1961,Presqu'île,4,bon,0,246500
42,2,6,0,7,1906,Vieux Lyon,5,bon,0,257100
108,5,5,0,6,1995,Vieux Lyon,0,à rénover,0,622000
68,3,0,0,4,1985,Part-Dieu,0,bon,0,413500
27,2,15,0,4,1883,Vieux Lyon,8,neuf,0,189500
72,3,13,0,7,1901,Vieux Lyon,6,bon,0,441500
65,3,15,1,7,1955,Croix-Rousse,11,à rénover,0,389600
34,2,0,0,7,1995,Monplaisir,4,à rénover,0,173600
100,5,15,1,7,1999,Monplaisir,4,bon,1,669000
26,1,9,0,8,1981,Monplaisir,0,à rénover,1,151500
92,5,10,1,7,1978,Monplaisir,1,bon,1,590100
73,4,9,0,7,1986,Vieux Lyon,1,neuf,1,537000
91,4,13,1,6,1971,Croix-Rousse,1,bon,0,626800
46,2,0,0,8,1938,Croix-Rousse,0,à rénover,0,237600
47,2,6,0,7,1954,Croix-Rousse,5,bon,1,320400
53,3,8,0,6,1937,Presqu'île,0,bon,0,355200
27,1,6,0,2,1970,Part-Dieu,0,à rénover,0,150400
40,2,14,1,6,1980,Part-Dieu,8,bon,1,290100
76,3,13,1,5,1940,Part-Dieu,7,à rénover,1,442700
34,2,10,1,6,1948,Vieux Lyon,8,à rénover,0,205500
70,4,10,0,9,2025,Confluence,12,neuf,1,531700
43,2,7,0,4,2000,Part-Dieu,4,bon,1,292100
52,2,1,0,5,1964,Croix-Rousse,1,bon,0,334100
50,2,0,0,11,1900,Croix-Rousse,0,à rénover,0,233400
38,2,3,0,9,1976,Croix-Rousse,6,bon,0,250000
61,3,14,1,10,1942,Croix-Rousse,4,à rénover,0,353700
37,2,13,1,11,2025,Confluence,15,bon,1,281500
65,3,15,1,9,1975,Croix-Rousse,4,bon,1,450400
126,6,6,0,4,2025,Presqu'île,2,neuf,1,988300
85,3,14,0,9,2003,Confluence,11,bon,0,588100
33,2,3,1,7,2004,Confluence,0,à rénover,1,198500
28,1,1,0,3,1917,Vieux Lyon,4,bon,0,175800
30,1,14,1,4,1965,Part-Dieu,7,à rénover,1,193500
40,2,10,1,8,1931,Croix-Rousse,4,bon,0,254400
48,2,8,1,6,1911,Presqu'île,5,bon,1,343300
30,1,13,1,4,1942,Vieux Lyon,4,bon,0,210700
18,1,15,1,5,1988,Presqu'île,13,bon,1,159700
59,2,6,0,7,1979,Part-Dieu,4,neuf,1,409200
55,2,8,0,6,1928,Vieux Lyon,2,bon,0,346400
42,2,8,0,11,2023,Confluence,4,bon,1,283800
58,3,0,0,5,1947,Part-Dieu,0,à rénover,1,304200
46,3,12,0,8,1908,Vieux Lyon,4,bon,0,285800
95,4,9,1,9,2013,Confluence,6,neuf,1,686400
43,2,9,1,4,1950,Presqu'île,6,neuf,0,330800
39,2,4,0,5,1955,Monplaisir,0,bon,1,244500
40,2,1,0,5,1953,Monplaisir,0,bon,0,226200
50,2,13,1,5,1973,Presqu'île,7,à rénover,1,338500
28,1,0,0,10,1944,Monplaisir,0,bon,0,150500
29,1,5,1,6,1942,Monplaisir,6,bon,0,174800
29,1,9,1,9,1943,Croix-Rousse,1,à rénover,0,160100
99,4,12,0,5,1976,Presqu'île,2,bon,0,712500
50,2,7,1,8,1985,Croix-Rousse,7,bon,0,337600
58,2,6,0,6,1979,Part-Dieu,3,neuf,1,414000
37,2,2,0,7,2022,Confluence,9,neuf,1,274400
75,3,5,1,8,2002,Confluence,8,bon,1,496300
32,1,4,1,6,1970,Part-Dieu,0,bon,1,208500
43,2,10,0,5,1981,Part-Dieu,3,neuf,1,313400
56,2,6,0,5,1953,Presqu'île,0,bon,0,380600
54,2,15,1,7,1989,Part-Dieu,4,bon,1,374900
56,3,9,1,7,1878,Vieux Lyon,6,bon,0,343900
28,1,15,1,3,1998,Presqu'île,12,bon,1,232300
24,1,0,0,8,1939,Monplaisir,0,à rénover,0,105900
32,2,9,1,7,1925,Vieux Lyon,0,bon,0,200800
20,1,5,0,4,2024,Confluence,6,neuf,1,169300
62,3,15,1,8,2002,Monplaisir,10,bon,1,406800
45,2,9,1,10,1974,Monplaisir,8,neuf,1,310000
66,3,10,0,6,2025,Confluence,9,neuf,1,503500
70,3,8,1,4,2005,Part-Dieu,9,bon,1,497500
18,1,14,1,8,1961,Croix-Rousse,6,bon,1,145900
27,1,1,0,5,2006,Part-Dieu,2,bon,1,182100
64,3,4,1,4,1950,Presqu'île,6,bon,0,438700
84,4,11,1,4,1921,Presqu'île,6,à rénover,0,518300
37,2,7,0,8,1973,Part-Dieu,5,neuf,0,242800
34,1,7,0,4,1965,Presqu'île,2,bon,0,237000
40,2,15,1,7,1985,Confluence,12,neuf,1,324500
45,2,6,0,7,1972,Monplaisir,3,neuf,0,285800
51,2,14,1,7,1986,Croix-Rousse,4,bon,0,361600
62,3,2,0,7,1953,Monplaisir,0,à rénover,0,292300
29,1,7,0,8,1944,Croix-Rousse,5,à rénover,0,162100
21,1,1,0,8,1947,Croix-Rousse,0,bon,0,129800
34,1,2,0,6,1993,Part-Dieu,3,à rénover,1,194900
197,7,3,0,7,1959,Monplaisir,0,bon,0,1144200
70,3,15,0,8,1967,Monplaisir,10,bon,0,431200
22,1,15,1,8,1980,Confluence,4,à rénover,1,145300
95,4,5,1,7,1967,Croix-Rousse,0,bon,0,608900
74,4,13,1,5,1954,Presqu'île,8,bon,1,561600
76,3,4,0,7,1977,Part-Dieu,0,à rénover,0,384600
48,2,10,0,6,1962,Presqu'île,2,à rénover,1,305300
128,6,7,0,6,1953,Croix-Rousse,4,neuf,0,893100
49,2,15,0,4,1897,Vieux Lyon,10,bon,0,321500
181,7,8,0,8,1982,Monplaisir,11,bon,0,1091500
79,3,2,0,6,1943,Croix-Rousse,0,bon,0,492900
37,2,1,0,6,1945,Presqu'île,2,à rénover,0,210500
37,2,2,0,4,1989,Part-Dieu,1,bon,0,232400
37,2,9,0,6,1925,Vieux Lyon,2,bon,0,231000
39,2,9,0,7,1994,Part-Dieu,10,neuf,1,286000
88,5,2,0,11,1938,Vieux Lyon,0,bon,0,506300
35,2,10,0,5,1943,Vieux Lyon,4,bon,0,230100
39,2,5,0,7,1961,Croix-Rousse,0,bon,0,244400
83,4,15,1,3,1936,Presqu'île,8,bon,0,604100
26,1,7,1,4,1971,Part-Dieu,9,à rénover,1,170200
22,1,11,0,8,2025,Confluence,5,bon,1,165000
32,2,0,0,6,1929,Vieux Lyon,3,bon,0,195300
29,1,3,0,9,1937,Croix-Rousse,0,à rénover,0,148800
38,2,13,0,9,1894,Vieux Lyon,7,neuf,0,257000
71,3,15,1,7,1990,Vieux Lyon,7,neuf,0,533900
33,1,11,0,7,1956,Croix-Rousse,2,à rénover,0,193800
22,1,15,1,6,1929,Vieux Lyon,15,bon,0,166500
61,3,14,1,11,2006,Confluence,8,bon,1,425300
61,3,5,0,9,1988,Confluence,4,neuf,0,397700
60,3,10,1,6,1943,Part-Dieu,7,à rénover,0,332400
68,3,5,0,4,1937,Part-Dieu,0,bon,0,400600
84,4,9,1,5,1992,Confluence,2,neuf,1,602300
65,3,7,0,10,1987,Confluence,0,à rénover,1,357300
41,2,11,0,3,1961,Presqu'île,0,à rénover,0,256800
25,1,11,1,6,1910,Vieux Lyon,7,bon,0,166100
43,2,5,1,7,1945,Croix-Rousse,2,bon,0,267800
37,2,3,0,7,1919,Croix-Rousse,0,neuf,0,231500
46,2,3,1,5,1957,Presqu'île,1,bon,0,308200
41,2,9,0,6,1989,Presqu'île,1,bon,1,309100
64,3,4,0,5,1942,Presqu'île,5,bon,0,430400
58,3,4,0,6,2013,Confluence,5,neuf,1,417600
42,2,13,0,6,2004,Monplaisir,6,neuf,1,307300
110,6,12,0,9,2003,Confluence,9,à rénover,1,661500
45,2,2,0,8,2025,Confluence,8,neuf,1,339200
35,2,0,0,6,1969,Part-Dieu,3,à rénover,1,196000
36,2,8,0,6,2023,Part-Dieu,4,neuf,1,267300
45,2,4,0,9,1962,Croix-Rousse,0,à rénover,0,240500
23,1,6,0,5,1983,Part-Dieu,1,neuf,0,155000
55,3,3,0,5,1979,Vieux Lyon,2,bon,0,353400
76,3,14,1,4,1957,Presqu'île,5,bon,0,550000
47,2,9,1,5,1893,Vieux Lyon,8,bon,0,297000
95,5,0,0,4,1975,Presqu'île,1,à rénover,0,575800
50,2,1,0,7,1951,Croix-Rousse,1,à rénover,1,273900
44,2,1,0,7,1960,Croix-Rousse,0,bon,0,271600
50,2,3,0,4,1965,Monplaisir,3,bon,1,306100
154,7,3,0,6,2025,Confluence,1,bon,1,1022700
53,2,5,1,3,1953,Part-Dieu,2,bon,0,341700
50,2,14,1,10,1969,Confluence,6,à rénover,1,291300
23,1,12,0,7,1959,Confluence,4,bon,0,150200
68,3,15,1,6,1973,Croix-Rousse,5,bon,0,475700
83,3,5,0,9,2008,Monplaisir,1,neuf,1,539800
46,2,3,0,6,2006,Part-Dieu,9,neuf,1,334000
55,3,3,1,3,1969,Presqu'île,6,bon,0,394500
44,2,5,1,9,2006,Confluence,8,neuf,1,322300
32,1,2,0,4,1973,Part-Dieu,1,à rénover,0,171200
56,3,12,1,8,1954,Monplaisir,12,bon,0,349400
36,2,7,1,7,1987,Croix-Rousse,2,neuf,1,272300
46,2,3,0,6,1920,Vieux Lyon,0,à rénover,0,233800
60,3,7,0,5,1934,Vieux Lyon,4,à rénover,0,335300
73,3,7,1,8,1898,Croix-Rousse,3,neuf,0,466900
33,2,13,0,7,1908,Vieux Lyon,5,bon,0,213600
96,4,5,0,6,1957,Monplaisir,0,bon,0,560100
44,2,15,1,7,1955,Part-Dieu,7,bon,0,293100
94,5,12,1,3,1965,Part-Dieu,3,bon,1,638100
21,1,15,1,10,1993,Confluence,11,bon,1,165800
37,2,9,0,6,1945,Vieux Lyon,0,à rénover,0,205000
29,1,8,0,6,2002,Presqu'île,9,à rénover,0,194800
37,2,9,1,5,1963,Presqu'île,0,bon,0,259000
52,3,9,0,7,1961,Croix-Rousse,2,à rénover,0,296600
34,2,13,1,9,1925,Croix-Rousse,9,bon,0,231000
23,1,6,0,5,1957,Vieux Lyon,5,bon,0,154200
51,2,5,0,8,1921,Croix-Rousse,5,à rénover,0,262700
28,1,6,0,8,1926,Vieux Lyon,8,bon,0,176100
60,3,5,0,6,1952,Croix-Rousse,0,à rénover,0,332300
97,5,7,1,5,1952,Presqu'île,1,à rénover,0,578700
79,4,10,1,5,1999,Part-Dieu,4,neuf,0,569900
72,3,1,0,8,1975,Monplaisir,3,bon,0,407800
32,1,1,0,8,2007,Monplaisir,6,bon,1,215600
87,4,12,0,2,1982,Presqu'île,7,bon,0,657500
18,1,3,0,10,2020,Croix-Rousse,8,neuf,1,160300
34,1,14,0,6,1972,Part-Dieu,7,bon,1,244500
82,4,10,0,9,1932,Croix-Rousse,1,bon,0,523400
28,1,4,0,11,2005,Monplaisir,0,bon,0,161900
21,1,12,0,5,1984,Part-Dieu,4,neuf,1,165400
98,5,11,1,6,1988,Monplaisir,7,bon,1,643700
18,1,0,0,6,1993,Part-Dieu,4,bon,0,116300
74,4,9,0,7,1976,Part-Dieu,0,bon,0,458200
46,2,5,0,1,1993,Presqu'île,4,à rénover,1,313800
48,2,9,1,8,2023,Confluence,5,neuf,1,366700
94,4,0,0,8,2025,Confluence,6,bon,1,614800
43,2,6,0,7,1928,Monplaisir,3,bon,0,246000
44,2,1,0,7,1907,Vieux Lyon,4,bon,1,275300
52,2,4,0,3,1953,Presqu'île,0,bon,0,347600
119,5,6,1,9,2025,Confluence,10,neuf,1,843400
28,1,8,1,5,2001,Part-Dieu,5,bon,1,203600
92,5,8,1,9,1904,Croix-Rousse,0,à rénover,0,466000
44,2,12,0,3,1994,Part-Dieu,11,à rénover,0,275300
96,5,3,0,6,1923,Vieux Lyon,0,bon,0,579500
26,1,4,0,5,1968,Part-Dieu,1,bon,1,176900
28,1,4,0,6,1933,Vieux Lyon,1,bon,0,170200
75,3,4,0,5,1919,Vieux Lyon,0,bon,0,452200
32,1,5,0,5,1969,Presqu'île,3,bon,0,221000
35,1,3,0,5,1971,Presqu'île,0,bon,0,240200
34,1,12,1,11,2023,Confluence,12,neuf,1,272000
61,3,5,0,3,1926,Vieux Lyon,0,à rénover,0,323900
79,4,14,1,9,2025,Confluence,13,bon,1,560700
27,1,13,1,5,1978,Monplaisir,12,bon,1,206200
78,3,8,0,6,2004,Monplaisir,11,bon,1,510400
59,3,9,0,12,1981,Croix-Rousse,1,bon,0,377000
36,1,5,0,5,1963,Croix-Rousse,4,bon,1,252200
32,2,2,0,4,2001,Part-Dieu,4,neuf,1,233300
40,2,5,0,6,1933,Croix-Rousse,1,bon,0,247400
66,3,11,1,6,1946,Presqu'île,5,à rénover,0,420300
26,1,10,0,5,1959,Part-Dieu,2,à rénover,1,162300
19,1,2,0,10,2006,Confluence,0,bon,1,127100
20,1,14,1,9,1967,Monplaisir,2,bon,1,140700
24,1,7,1,7,1923,Croix-Rousse,3,à rénover,0,132200
35,1,5,0,8,1969,Monplaisir,10,bon,0,204700
40,2,3,0,3,1957,Presqu'île,0,bon,0,274600
36,2,6,0,5,1990,Presqu'île,1,bon,0,252700
39,2,4,0,7,1999,Confluence,5,bon,1,268000
116,5,4,0,9,2025,Confluence,5,neuf,1,810300
48,2,5,0,2,1985,Presqu'île,0,neuf,0,365200
40,2,9,1,8,1955,Confluence,6,neuf,0,272700
36,1,15,0,9,2006,Confluence,8,neuf,1,286000
51,2,2,0,8,1891,Croix-Rousse,3,bon,0,295300
42,2,8,0,1,1953,Presqu'île,4,à rénover,0,268500
168,7,14,1,8,1943,Croix-Rousse,7,à rénover,0,976900
52,3,1,0,8,1946,Monplaisir,1,à rénover,0,238800
32,2,14,0,6,2000,Croix-Rousse,10,neuf,0,250700
39,2,11,1,8,2025,Confluence,6,neuf,1,301900
37,2,6,0,4,1964,Presqu'île,9,bon,0,264900
24,1,5,0,4,2010,Part-Dieu,8,neuf,1,194300
72,3,1,0,5,1981,Part-Dieu,5,neuf,1,485000
100,4,6,0,2,1962,Part-Dieu,5,bon,1,661500
27,1,9,0,9,1961,Croix-Rousse,5,bon,0,177100
40,2,2,0,6,2025,Monplaisir,4,neuf,1,279500
135,6,13,0,10,2025,Confluence,15,neuf,1,991500
70,3,3,0,9,1984,Confluence,0,neuf,1,470200
30,1,9,0,8,1940,Croix-Rousse,2,bon,0,191400
19,1,7,0,4,1969,Presqu'île,3,à rénover,0,119700
28,1,8,0,5,1952,Presqu'île,1,bon,0,194800
55,2,8,1,5,1952,Presqu'île,6,à rénover,0,333100
27,1,15,0,6,2025,Part-Dieu,7,bon,1,209700
19,1,3,0,8,1944,Monplaisir,2,bon,0,105900
20,1,12,0,4,1950,Part-Dieu,3,bon,0,132600
94,4,7,0,10,2002,Croix-Rousse,11,bon,1,646800
18,1,2,0,7,1960,Presqu'île,0,à rénover,0,105000
45,2,5,0,3,1998,Presqu'île,2,bon,1,349000
51,2,14,0,8,1916,Vieux Lyon,7,neuf,0,348100
40,2,6,0,4,1962,Presqu'île,0,bon,0,277900
34,2,14,0,7,2005,Part-Dieu,10,bon,1,248000
67,3,13,1,6,1950,Vieux Lyon,5,bon,0,450200
51,2,0,0,6,1928,Presqu'île,1,bon,0,325300
33,2,4,0,4,1955,Presqu'île,0,à rénover,0,195800
51,2,2,0,11,1988,Monplaisir,0,bon,1,301600
20,1,11,1,3,1966,Presqu'île,5,bon,0,151900
163,7,7,0,9,1937,Croix-Rousse,0,neuf,1,1040800
95,4,7,0,4,1917,Presqu'île,3,à rénover,0,544700
99,4,5,1,6,1982,Confluence,5,neuf,0,679200
54,2,2,1,11,2025,Confluence,2,bon,1,358000
22,1,15,0,4,1936,Vieux Lyon,6,neuf,0,165600
30,1,12,0,7,1928,Croix-Rousse,3,neuf,0,205100
43,2,5,0,3,1954,Monplaisir,0,à rénover,0,214000
42,2,10,1,6,1970,Monplaisir,8,à rénover,0,231000
48,2,5,0,3,1906,Vieux Lyon,4,bon,0,303600
42,2,5,0,4,1963,Presqu'île,1,bon,0,290300
22,1,0,0,5,2005,Part-Dieu,1,bon,1,150300
36,2,9,1,4,1897,Vieux Lyon,6,bon,0,236900
67,3,12,0,5,1960,Presqu'île,4,neuf,0,504200
70,4,15,1,8,1979,Monplaisir,10,à rénover,0,387500
104,5,3,0,7,1977,Monplaisir,3,à rénover,0,511500
55,3,11,1,6,1918,Vieux Lyon,4,bon,0,357000
80,3,11,0,6,1992,Monplaisir,0,neuf,0,535800
42,2,14,0,4,1996,Part-Dieu,8,à rénover,1,276900
94,5,1,0,3,1983,Presqu'île,2,bon,0,636500
99,5,4,0,6,1957,Vieux Lyon,0,à rénover,0,547100
51,3,5,0,5,1954,Part-Dieu,0,bon,0,312300
95,4,9,1,7,1934,Monplaisir,0,à rénover,0,476200
37,2,0,0,5,1954,Part-Dieu,4,bon,1,234000
49,2,13,0,7,1930,Vieux Lyon,5,bon,0,320700
70,3,7,0,4,2004,Presqu'île,6,à rénover,0,451500
35,2,10,1,8,1929,Croix-Rousse,5,à rénover,0,204300
46,2,5,0,6,2004,Part-Dieu,6,bon,1,315100
26,1,7,0,5,1909,Croix-Rousse,7,bon,0,172400
35,2,11,0,7,2017,Confluence,7,neuf,1,274000
58,3,13,0,8,1905,Vieux Lyon,4,bon,0,360100
29,2,15,0,5,2016,Monplaisir,10,neuf,1,236500
54,2,11,1,6,1932,Presqu'île,7,à rénover,0,330500
50,2,13,1,8,2025,Monplaisir,10,neuf,1,368700
30,1,3,0,9,1940,Croix-Rousse,0,bon,1,196900
72,3,9,0,2,2003,Part-Dieu,5,neuf,1,530000
24,1,8,0,6,2025,Confluence,8,neuf,1,196300
125,6,9,1,4,1994,Croix-Rousse,4,à rénover,0,791300
47,2,6,0,6,1953,Croix-Rousse,0,neuf,0,321200
44,2,11,1,3,1999,Part-Dieu,0,bon,1,319000
72,3,9,0,2,1988,Croix-Rousse,8,bon,1,533500
89,4,15,1,8,1955,Vieux Lyon,7,neuf,0,633300
54,3,10,0,9,1940,Vieux Lyon,2,bon,0,336500
28,1,4,0,6,1944,Vieux Lyon,1,à rénover,0,152400
49,2,4,0,6,1968,Presqu'île,3,bon,0,335600
49,2,3,0,9,1956,Croix-Rousse,0,à rénover,1,268600
18,1,1,0,6,1996,Monplaisir,0,à rénover,0,90400
20,1,7,1,8,1945,Croix-Rousse,1,à rénover,0,111400
52,2,4,0,10,2006,Confluence,6,neuf,1,363000
69,4,5,0,4,1997,Part-Dieu,0,neuf,1,486800
75,3,14,1,2,1975,Part-Dieu,10,bon,1,528600
29,1,15,1,6,1947,Croix-Rousse,3,à rénover,0,175700
59,3,0,0,4,1943,Part-Dieu,3,à rénover,1,310700
77,3,8,0,2,1953,Presqu'île,3,bon,0,541400
98,4,9,0,5,1979,Part-Dieu,5,bon,1,644400
28,1,4,0,7,2011,Monplaisir,6,bon,1,189700
43,2,13,0,5,1931,Croix-Rousse,7,bon,0,289500
21,1,5,1,8,1915,Vieux Lyon,1,à rénover,0,106900
34,2,11,0,7,1995,Presqu'île,6,bon,0,248900
22,1,4,0,1,1958,Presqu'île,1,bon,0,154400
19,1,2,0,4,1928,Part-Dieu,4,bon,0,119400
22,1,0,0,5,1969,Part-Dieu,3,bon,0,137200
18,1,5,0,8,2006,Croix-Rousse,1,bon,1,132900
50,2,10,1,6,1962,Croix-Rousse,8,bon,0,341900
85,5,9,0,5,1957,Presqu'île,5,bon,0,597200
36,2,5,0,8,1956,Croix-Rousse,0,bon,0,232400
47,2,11,0,4,1948,Presqu'île,7,bon,0,329900
41,2,6,0,6,1999,Part-Dieu,3,bon,1,275600
48,2,1,0,7,1960,Monplaisir,1,bon,1,285400
34,2,10,1,5,1991,Part-Dieu,7,bon,1,246800
52,3,15,1,7,1987,Monplaisir,9,neuf,1,384200
104,4,7,0,7,1950,Croix-Rousse,2,neuf,0,711400
106,4,11,0,6,1955,Vieux Lyon,5,à rénover,0,606800
43,2,3,0,4,1949,Vieux Lyon,1,à rénover,0,226800
55,2,8,1,6,1932,Vieux Lyon,1,bon,0,356400
29,1,6,0,7,1984,Part-Dieu,0,bon,1,192200
18,1,10,1,4,1952,Part-Dieu,4,à rénover,0,102300
129,6,11,1,5,1949,Part-Dieu,7,bon,1,822200
73,3,10,0,7,1955,Monplaisir,1,à rénover,0,369800
80,3,3,0,5,1939,Presqu'île,0,bon,0,534200
26,1,8,0,7,1968,Vieux Lyon,2,à rénover,0,148100
48,2,3,1,3,1975,Presqu'île,4,bon,0,337500
46,2,5,0,4,1996,Part-Dieu,5,bon,1,307100
41,2,6,0,7,2001,Monplaisir,3,bon,1,272400
42,2,7,1,6,1961,Part-Dieu,2,bon,1,274400
66,3,14,0,5,1956,Part-Dieu,6,bon,1,444400
29,1,2,0,7,1938,Croix-Rousse,0,neuf,0,184700
103,5,1,0,8,2006,Confluence,3,bon,1,663500
61,3,0,1,6,1994,Confluence,4,bon,1,406800
40,2,9,0,4,1947,Presqu'île,3,à rénover,0,250800
69,3,1,0,4,1967,Vieux Lyon,0,à rénover,0,383300
68,3,0,0,6,1951,Croix-Rousse,2,bon,0,419800
61,2,1,0,10,2019,Confluence,8,bon,1,398500
43,2,7,0,8,1954,Croix-Rousse,0,neuf,0,287400
32,1,0,0,8,1990,Confluence,4,bon,1,215300
29,1,4,0,4,1982,Part-Dieu,0,neuf,1,210300
88,4,6,0,8,2007,Confluence,4,bon,1,575800
88,4,7,0,9,1941,Croix-Rousse,6,bon,0,547400
19,1,14,1,6,2013,Monplaisir,8,neuf,1,163700
29,1,11,1,5,1920,Presqu'île,6,à rénover,0,179800
52,3,9,0,8,1970,Confluence,8,à rénover,0,289400
105,5,8,0,7,2022,Monplaisir,10,neuf,1,747000
168,7,11,1,7,1898,Croix-Rousse,3,neuf,0,1114100
30,1,13,1,6,1942,Presqu'île,4,à rénover,0,182000
44,2,15,0,8,1951,Croix-Rousse,8,à rénover,0,260900
37,2,10,0,5,2003,Part-Dieu,3,neuf,0,267700
61,3,9,1,10,1971,Confluence,4,bon,1,396200
34,2,14,0,9,1907,Vieux Lyon,4,bon,0,215600
60,3,14,1,5,1923,Vieux Lyon,3,à rénover,0,338000
35,2,3,0,7,2022,Monplaisir,0,neuf,1,243900
57,3,10,1,7,1923,Vieux Lyon,7,bon,0,359100
42,2,12,0,6,1918,Croix-Rousse,11,bon,0,282700
96,4,1,0,9,1982,Monplaisir,3,bon,1,549800
23,1,12,0,6,1981,Monplaisir,11,bon,1,181800
30,1,11,1,3,1986,Part-Dieu,4,neuf,1,232500
80,3,3,1,5,1997,Part-Dieu,5,bon,1,525300
38,2,14,0,7,1977,Confluence,0,neuf,1,276900
27,1,0,0,6,1946,Vieux Lyon,0,à rénover,0,140700
75,3,7,0,11,1986,Monplaisir,9,à rénover,1,396000
58,3,5,1,7,2006,Part-Dieu,10,neuf,1,428300
23,1,9,1,7,2025,Confluence,5,neuf,1,185000
68,3,15,0,8,1968,Monplaisir,2,bon,1,419700
62,2,14,1,4,2006,Part-Dieu,4,bon,1,443300
33,2,1,0,10,1969,Monplaisir,2,bon,0,180600
